asunto,cuerpo,etiqueta,remitente,tiene_links,errores_gramaticales,todo_mayusculas,solicita_info_personal,clasificacion
"Su cuenta ha sido comprometida,""Estimado usuario, hemos detectado actividad sospechosa en su cuenta. Por favor, cambie su contraseña inmediatamente: [enlace sospechoso]"",spam,seguridad@seguridadcuenta.com,True,False,False,True,Spam",,,,,,,,
"Reunión de equipo mañana,""Hola equipo, recordatorio de reunión mañana a las 9am."",ham,jefe@empresa.com,False,False,False,False,Ham",,,,,,,,
Oferta limitada: ¡50% de descuento!,Aprovecha nuestro descuento del 50% en todos nuestros productos. ¡Compra ahora!,ham,ofertas@tiendaonline.com,1,1,1,1,Spam
GANE UN AUTO NUEVO,¡Felicidades! Ha ganado un auto nuevo. Reclámelo aquí: [enlace sospechoso],spam,ganeauto@autosgratis.com,True,True,True,True,Spam
"Re: Invitación a evento,""Hola, confirma tu asistencia al evento."",ham,eventos@empresa.com,False,False,False,False,Ham",,,,1,1,1,1,
"Actualice su información,""Estimado cliente, actualice su información personal para evitar problemas con su cuenta. [enlace sospechoso]"",spam,actualizacion@informacion.net,True,False,False,True,Spam",,,,,,,,
"Problemas con su cuenta,""Estimado usuario, hemos detectado un problema con su cuenta. Por favor, revise los detalles: [enlace sospechoso]"",spam,soporte@cuenta.com,True,False,False,True,Spam",,,,,,,,
"Re: Presupuesto aprobado,""Estimado cliente, su presupuesto ha sido aprobado.  Gracias"",ham,contabilidad@empresa.com,False,False,False,False,Ham",,,,,,,,
¡Dinero gratis!,¡Reciba dinero gratis! Haga clic aquí: [enlace sospechoso],spam,dinero@gratis.com,True,True,True,True,Spam
"Re: Cita médica,""Estimado paciente, le recordamos su cita médica mañana a las 10am."",ham,citas@clinica.com,False,False,False,False,Ham",,,,1,1,1,1,HAM
¡Oferta irresistible!,Aproveche nuestra oferta irresistible. [enlace sospechoso],spam,ofertas@irresistible.com,True,True,True,True,Spam
"Re: Proyecto X,""Hola equipo, avances del proyecto X."",ham,gerente@empresa.com,False,False,False,False,Ham",,,,,,,,HAM
Aumente #us ventas,Aprenda a aumentar s#s ventas con nuestra guía gratuita: [enlace sospechoso],spam,ventas@aumentar.net,True,False,False,False,Spam
"Re: Reunión,""Hola, recordatorio de reunión."",ham,reuniones@empresa.com,False,False,False,False,Ham",,,,,,,,
¡Gane un iPhone!,¡Felicitaciones! Ha ganado un iPhone.  Reclámelo aquí: [enlace sospechoso],spam,iphonegratis@ganaiphone.com,1,1,1,1,Spam
"Re: Pedido #12345,""Estimado cliente, su pedido #12345 ha sido enviado."",ham,pedidos@tienda.com,False,False,False,False,Spam",,,,,,,,
¡Descuento especial!,Aprovecha nuestro descuento especial. ¡Compra ahora!,ham,descuentos@tienda.com,True,False,False,False,Spam
"Su cuenta ha sido bloqueada,""Estimado usuario, su cuenta ha sido bloqueada debido a actividad sospechosa.  [enlace sospechoso]"",spam,seguridad@bloqueado.com,True,False,False,True,Spam",,,,,,,,
"Re: Informe semanal,""Hola equipo, adjunto el informe semanal."",ham,informes@empresa.com,False,False,False,False,Spam",,,,,,,,HAM
¡Gane un auto!,¡Ha ganado un auto! Reclámelo aquí: [enlace sospechoso],spam,ganeauto@autos.com,True,True,True,True,Spam
"Re: Vacaciones,""Hola, confirmando sus vacaciones."",ham,rrhh@empresa.com,False,False,False,False,Ham",,,,,,,,
Oferta limitada: ¡70% de descuento!,Aprovecha nuestro descuento del 70% en todos nuestros productos. ¡Compra ahora!,ham,ofertas@supertienda.com,True,False,False,False,Spam
"Su contraseña ha expirado,""Estimado usuario, su contraseña ha expirado.  Por favor, restablézcala aquí: [enlace sospechoso]"",spam,seguridad@contraseña.com,True,False,False,True,Spam",,,,1,1,1,1,
"Re: Proyecto Y,""Hola equipo, actualización del proyecto Y."",ham,gerente@empresa.com,False,False,False,False,Ham",,,,,,,,
¡Gane un viaje a Europa!,¡Felicitaciones! Ha ganado un viaje a Europa. Reclámelo aquí: [enlace sospechoso],spam,viajes@europa.com,True,True,True,True,Spam
"Re: Reunión de ventas,""Hola equipo, recordatorio de la reunión de ventas."",ham,ventas@empresa.com,False,False,False,False,Ham",,,,1,1,1,1,
¡Oferta especial para usted!,Tenemos una oferta especial solo para usted. [enlace sospechoso],spam,ofertas@especial.com,True,True,True,True,Spam
"Re: Informe de progreso,""Estimado jefe, adjunto el informe de progreso."",ham,empleado@empresa.com,False,False,False,False,Ham",,,,,,,,
¡Gane una casa!,¡Felicidades! Ha ganado una casa. Reclámela aquí: [enlace sospechoso],spam,ganacasa@casasgratis.com,True,True,True,True,Spam
"Re: Presentación,""Hola equi#o, les recuerdo la presentación."",ham,presentaciones@empresa.com,False,False,False,False,Ham",No#e,,,1,1,1,1,
Oferta flash: ¡50% de descuento!,Aprovecha nuestra oferta flash del 50%. ¡Compra ahora!,ham,ofertas@tiendaonline.com,True,False,False,False,Spam
"Su cuenta ha sido hackeada,""Estimado usuario, su cuenta ha sido hackeada.  Por favor, cambie su contraseña inmediatamente: [enlace sospechoso]"",spam,seguridad@hackeado.com,True,False,False,True,Spam",,,,,,,,
"Re: Reunión de proyecto,""Hola equipo, recordatorio de reunión de proyecto."",ham,proyectos@empresa.com,False,False,False,False,Ham",,,,,,,,
¡Gane un crucero!,¡Felicidades! Ha ganado un crucero. Reclámelo aquí: [enlace sospechoso],spam,crucerosgratis@cruceros.com,True,True,True,True,Spam
"Re: Informe financiero,""Estimado jefe, adjunto el informe financiero."",ham,finanzas@empresa.com,False,False,False,False,Ham",,,,,,,,
Oferta increíble: ¡80% de descuento!,Aprovecha nuestro increíble descuento del 80%. ¡Compra ahora!,ham,ofertas@megatienda.com,True,False,False,False,Spam
"Su cuenta está en riesgo,""Estimado usuario, su cuenta está en riesgo.  Por favor, verifique su información: [enlace sospechoso]"",spam,seguridad@riesgo.com,True,False,False,True,Spam",,,,1,1,1,1,
"Re: Reunión de equipo,""Hola equipo, nos vemos en la reunión."",ham,equipo@empresa.com,False,False,False,False,Ham",,,,,,,,
"¡Gane un millón de dólares!,""¡Felicidades! Ha ganado un millón de dólares. Para reclamar su premio, proporcione su información personal: [enlace sospechoso]"",spam,ganamillon@millones.com,True,True,True,True,Spam",,,,,,,,
Oferta increíble de vacaciones,¡Reserva ahora tu viaje a Cancún con un 50% de descuento!,spam,ofertasincreibles@ofertasespeciales.com,True,False,False,False,Spam
"Re: Tu pedido ha sido enviado,""Estimado cliente, su pedido ha sido enviado y llegará en 2-3 días hábiles. Puede consultar el estado del envío aquí: [enlace]"",ham,pedidos@ejemplo.com,True,False,False,False,Spam",,,,1,1,1,1,
"Ganaste un premio!,""¡Felicidades! Has ganado un premio de $1,000,000. Haz clic aquí para reclamarlo: [enlace]"",spam,premio1000000@ganaunmillon.com,True,True,True,True,Spam",,,,,,,,
"Actualización de seguridad,""Estimado usuario, hemos detectado actividad inusual en su cuenta. Por favor, actualice su contraseña aquí: [enlace]"",spam,seguridad@seguridadcuenta.com,True,False,False,True,Spam",,,,,,,,
"Tu cuenta ha sido comprometida,""Estimado usuario, hemos detectado actividad sospechosa en su cuenta. Por favor, verifique su información aquí: [enlace]"",spam,seguridad@seguridadcuenta.com,True,False,False,True,Spam",,,,,,,,
Nueva promoción de productos,Aprovecha nuestras nuevas ofertas en productos electrónicos,spam,ofertas@electronicos.com,False,False,False,False,Spam
Re: Tu pedido #12345,Gracias por tu compra. Tu pedido #12345 ha sido enviado. Puedes rastrearlo aqui: [enlace],ham,notificaciones@ejemplo.com,True,False,False,False,Spam
"Oferta limitada de tiempo,""Solo por tiempo limitado, obtén un 75% de descuento en todos nuestros productos. ¡Compra ahora!"",spam,ofertaslimitadas@descuentos.com,True,False,False,False,Spam",,,,,,,,
INSCRIPCIÓN AL CONCURSO,Inscríbete a nuestro concurso y gana un auto nuevo. ¡Es fácil! ,spam,concursos@ganauto.com,True,True,True,True,Spam
"Problemas con tu cuenta,""Hemos detectado un problema con tu cuenta. Por favor, inicia sesión para solucionarlo."",spam,soporte@cuentaproblema.com,True,False,False,True,Spam",,,,,,,,
Re: Cita médica,Recuerda tu cita médica para el lunes a las 10:00 am. ,ham,citas@clinica.com,False,False,False,False,Ham
Felicidades!! Has ganado un viaje,¡Has ganado un viaje a europa! Reclámalo aquí: [enlace],spam,viajesgratis@europa.com,True,True,True,True,Spam
Solicitud de empleo,Postula a nuestro puesto vacante de Desarrollador de Software. Manda tu CV a [correo],ham,rrhh@empresa.com,False,False,False,False,Ham
Aumenta tus ventas,Aumenta tus ventas con nuestra nueva herramienta de marketing,spam,marketing@ventas.com,True,False,False,False,Spam
Recuerda pagar tu factura,Recuerda que tu factura vence mañana. Paga ahora para evitar recargos.,ham,facturacion@empresa.com,1,1,1,1,Spam
Oferta de trabajo,Buscamos programadores con experiencia en Python. ¡Aplica ahora!,ham,empleos@empresa.com,True,False,False,False,HAM
Tu paquete ha llegado,Tu paquete ha llegado a la oficina de correos. Recoge tu paquete hoy mismo.,ham,envios@correo.com,False,False,False,False,Ham
Gana dinero fácil,Gana dinero fácilmente desde casa. ¡Regístrate ahora!,spam,dinero@facil.com,True,False,False,True,Spam
Re: Reunión de mañana,Recuerda nuestra reunión de mañana a las 9:00 am. Nos vemos allí.,ham,jefe@empresa.com,False,False,False,False,Ham
Tu cuenta ha sido bloq#eada,Tu cuenta ha sido bloquead# debido a actividad sospechosa. Inicia sesión para desbloquearla.,spam,seguridad@seguridadcuenta.com,True,False,False,True,Spam
Nueva actualización de software,Hemos lanzado una nueva actualización de software. Descarga la actualización ahora mismo.,ham,soporte@software.com,True,False,False,False,HAM
!!!GRAN OFERTA!!!,¡Aprovecha nuestra gran oferta por tiempo limitado! ,spam,ofertas@grandesofertas.com,True,True,True,False,Spam
Re: Proyecto X,Actualización del proyecto X:  [enlace],ham,proyectox@empresa.com,1,1,1,1,Spam
Ahorra dinero,Ahorra dinero con nuestros consejos financieros,spam,ahorro@dinero.com,True,False,False,False,Spam
Tu suscripción ha sido renovada,Tu suscripción a Netflix ha sido renovada exitosamente.,ham,notificaciones@netflix.com,False,False,False,False,Ham
¡Gana un iPhone gratis!,¡Participa en nuestro concurso y gana un iPhone gratis!,spam,concursos@iphonegratis.com,True,True,True,True,Spam
Re: Cita dentista,Recuerda tu cita con el dentista mañana a las 3:00 pm.,ham,citas@dentista.com,False,False,False,False,Ham
"Problemas con tu pago,""Hemos detectado un problema con tu pago. Por favor, actualiza tu información de pago."",spam,pagos@problemas.com,True,False,False,True,Spam",,,,,,,,
Oferta irresistible de electrónica,Aprovecha nuestra oferta irresistible de electrónica. ¡Últimas unidades disponibles!,spam,electronica@ofertas.com,True,False,False,False,Spam
Re: Reunión de equipo,La reunión de equipo está programada para mañana a las 11:00 am.,ham,equipo@empresa.com,False,False,False,False,Ham
¡Oferta flash de 24 horas!,¡No te pierdas nuestra oferta flash de 24 horas!,spam,ofertasflash@flash.com,True,False,True,False,Spam
Re: Proyecto Alpha,Actualización del proyecto Alpha: [enlace],ham,proyectoalpha@empresa.com,True,False,False,False,Spam
Tu pedido está en camino,Tu pedido está en camino. Puedes seguir su estado aquí: [enlace],ham,envios@tienda.com,True,False,False,False,Spam
Increíble oferta de viajes,Reserva ahora tu viaje soñado con un gran descuento,spam,viajes@ofertas.com,True,False,False,False,Spam
Re: Presentación del producto,Te recordamos la presentación del nuevo producto mañana a las 2:00 pm. ,ham,marketing@empresa.com,False,False,False,False,Ham
Consigue un préstamo fácil,Consigue un préstamo fácil y rápido sin comprobaciones de crédito.,spam,prestamos@rapido.com,True,False,False,True,Spam
Re: Cita médica,Recuerda tu cita médica para el martes a las 11:00 am. ,ham,citas@clinica.com,1,1,1,1,Ham
Oferta de productos,Tenemos una nueva oferta de productos de limpieza.,spam,ofertas@limpieza.com,1,1,1,1,Spam
Re: Proyecto Beta,Actualización del proyecto Beta.  [enlace],ham,proyectobeta@empresa.com,True,False,False,False,Spam
Tu pago ha sido procesado,Tu pago ha sido procesado exitosamente. Gracias por tu compra.,ham,pagos@tienda.com,1,1,1,1,Ham
¡Gana un viaje a Disney!,¡Participa en nuestro concurso y gana un viaje a Disney!,spam,concursos@disney.com,True,True,True,True,Spam
Re: Reunión,Recuerda la reunión de hoy a las 10:00 am. ,ham,jefe@empresa.com,False,False,False,False,Ham
Oferta de empleo,Buscamos diseñadores gráficos con experiencia en Adobe Illustrator. Envía tu CV a [correo electrónico],ham,rrhh@empresa.com,False,False,False,False,Spam
Atención: actividad sospechosa,Hemos detectado actividad sospechosa en tu cuenta.  Actualiza tu contraseña aquí: [enlace],spam,seguridad@seguridad.com,True,False,False,True,Spam
Oferta Increíble: ¡Gane un Millón!,¡Felicidades! Ha ganado un millón de dólares.  Reclame su premio aquí: [enlace sospechoso],spam,premiosmillonarios@ofertasespeciales.com,True,True,True,True,Spam
"Re: Tu pedido ha sido enviado,""Estimado cliente, su pedido ha sido enviado y llegará en 2-3 días hábiles. Puede rastrearlo aquí: [enlace legítimo]"",ham,pedidos@tiendaonline.com,False,False,False,False,Spam",,,,,,,,
"Actualiza tu contraseña,""Estimado usuario, por favor actualiza tu contraseña para mayor seguridad.  [enlace legítimo]"",ham,seguridad@example.com,False,False,False,True,Spam",,,,,,,,
GANE UN AUTO NUEVO!!!,¡Felicidades! Ha ganado un auto nuevo. Visite [enlace sospechoso] para reclamarlo.,spam,ganeauto@promociones.net,True,True,True,True,Spam
Re: Tu cita médica,Su cita médica está confirmada para el 15 de Noviembre a las 10:00 AM. [enlace legítimo],ham,citasmedicas@hospital.org,False,False,False,False,Spam
¡Oferta Exclusiva!,¡Oferta exclusiva solo para ti! Compre ahora y obtenga un 50% de descuento. [enlace sospechoso],spam,ofertas@descuentos.com,1,1,1,1,Spam
Problemas con tu cuenta,Hemos detectado actividad sospechosa en tu cuenta. Inicia sesión aquí para solucionarlo: [enlace sospechoso],spam,seguridad@bancomercial.com,True,False,False,True,Spam
Su paquete está listo para envío,Su paquete está listo para envío. Puede rastrearlo aquí: [enlace legítimo],ham,envios@paqueteria.com,False,False,False,False,Spam
Atención: Problemas con su cuenta bancaria,Hemos detectado actividad sospechosa en su cuenta bancaria. Ingrese sus datos para verificarla: [enlace sospechoso],spam,seguridadbancaria@correo.com,True,False,True,True,HAM
Re: Invitación a evento,Te invitamos a nuestro evento anual. Más información: [enlace legítimo],ham,eventos@empresa.com,False,False,False,False,Spam
Oferta Increíble: ¡Gane un Millón!,¡Felicidades! Ha ganado un millón de dólares.  Reclame su premio aquí: [enlace sospechoso],spam,premiosmillonarios@ofertasespeciales.com,True,True,True,True,Spam
Tu suscripción ha sido renovada,Tu suscripción a nuestro servicio ha sido renovada exitosamente.,ham,notificaciones@servicio.com,False,False,False,False,Spam
Gane una casa gratis!!!,¡Felicidades! Ha ganado una casa gratis. Visite [enlace sospechoso] para reclamarla.,spam,ganacasa@suerte.net,True,True,True,True,Spam
Re: Tu reserva está confirmada,Tu reserva está confirmada. El número de confirmación es: [código].,ham,reservas@hotel.com,1,1,1,1,Spam
"Actualiza tus datos,""Por favor, actualiza tus datos para seguir usando nuestro servicio. [enlace sospechoso]"",spam,actualizacion@datos.com,True,False,False,True,Spam",,,,,,,,
Re: Tu paquete ha llegado,Su paquete ha llegado a la oficina de correos. Puede recogerlo en [dirección].,ham,correo@paqueteria.com,False,False,False,False,Ham
#roblemas con tu cuenta,Hemos detect#do actividad sospechosa en tu cuenta. Inicia sesión aquí para solucionarlo: [enlace sospechoso],spam,seguridad@bancomercial.com,1,1,1,1,Spam
Re: Recordatorio de cita,Recordatorio de tu cita médica para mañana a las 11:00 AM.,ham,citasmedicas@hospital.org,False,False,False,False,Ham
Oferta Increíble: ¡Gane un Millón!,¡Felicidades! Ha ganado un millón de dólares.  Reclame su premio aquí: [enlace sospechoso],spam,premiosmillonarios@ofertasespeciales.com,True,True,True,True,Spam
Re: Tu compra ha sido procesada,Tu compra ha sido procesada exitosamente. Puedes ver el detalle aquí: [enlace legítimo],ham,compras@tiendaonline.com,False,False,False,False,Ham
Gane un viaje a Hawaii!!!,¡Felicidades! Ha ganado un viaje a Hawaii. Visite [enlace sospechoso] para reclamarlo.,spam,ganahawaii@viajes.net,True,True,True,True,Spam
Re: Tu factura está lista,Tu factura está lista para ser descargada: [enlace legítimo],ham,facturas@empresa.com,False,False,False,False,Ham
ATENCIÓN: Tu cuenta ha sido comprometida,Tu cuenta ha sido comprometida.  Cámbia tu contraseña inmediatamente: [enlace sospechoso],spam,seguridad@cuenta.com,True,False,True,True,Spam
Re: Cambio de contraseña,Hemos recibido una solicitud de cambio de contraseña para tu cuenta.,ham,seguridad@example.com,False,False,False,False,Ham
Oferta Increíble: ¡Gane un Millón!,¡Felicidades! Ha ganado un millón de dólares.  Reclame su premio aquí: [enlace sospechoso],spam,premiosmillonarios@ofertasespeciales.com,True,True,True,True,Spam
"Re: Tu pedido ha sido enviado,""Estimado cliente, su pedido ha sido enviado y llegará en 2-3 días hábiles. Puede rastrearlo aquí: [enlace legítimo]"",ham,pedidos@tiendaonline.com,False,False,False,False,Spam",,,,,,,,
Atención: Problemas con su tarjeta de crédito,Hemos detectado actividad sospechosa en su tarjeta de crédito. Verifique su cuenta aquí: [enlace sospechoso],spam,seguridadtarjeta@correo.com,True,False,True,True,Spam
Re: Confirmación de reserva,Su reserva ha sido confirmada.  Gracias por su reserva.,ham,reservas@hotel.com,False,False,False,False,Ham
¡Gane un crucero gratis!,¡Felicidades! Ha ganado un crucero gratis.  Visite [enlace sospechoso] para reclamarlo.,spam,ganacrucero@viajes.net,True,True,True,True,HAM
Re: Tu pago ha sido recibido,Tu pago ha sido recibido exitosamente. Gracias por su compra.,ham,pagos@tiendaonline.com,False,False,False,False,Ham
Oferta Exclusiva: ¡Descuento del 70%!,¡Oferta exclusiva! Obtenga un 70% de descuento en todos nuestros productos. [enlace sospechoso],spam,ofertas@descuentos.com,1,1,1,1,Spam
Re: Tu solicitud ha sido aprobada,Tu solicitud ha sido aprobada.  Más información: [enlace legítimo],ham,solicitudes@empresa.com,False,False,False,False,Ham
Problemas con tu cuenta bancaria,Hemos detectado actividad sospechosa en su cuenta bancaria. Ingrese sus datos para verificarla: [enlace sospechoso],spam,seguridadbancaria@correo.com,True,False,True,True,Spam
Re:#Tu cita médica,Su cita médica está confirmada para el 15 de Noviembre a las 10:00 AM.#[enlace legítimo],ham,citasmedicas@hospital.org,False,False,False,False,Spam
GANE UN AUTO NUEVO!!!,¡Felicidades! Ha ganado un auto nuevo. Visite [enlace sospechoso] para reclamarlo.,spam,ganeauto@promociones.net,True,True,True,True,Spam
"Re: Tu pedido ha sido enviado,""Estimado cliente, su pedido ha sido enviado y llegará en 2-3 días hábiles. Puede rastrearlo aquí: [enlace legítimo]"",ham,pedidos@tiendaonline.com,False,False,False,False,Spam",,,,,,,,
¡Oferta Exclusiva!,¡Oferta exclusiva solo para ti! Compre ahora y obtenga un 50% de descuento. [enlace sospechoso],spam,ofertas@descuentos.com,1,1,1,1,Spam
Problemas con tu cuenta,Hemos detectado actividad sospechosa en tu cuenta. Inicia sesión aquí para solucionarlo: [enlace sospechoso],spam,seguridad@bancomercial.com,True,False,False,True,Spam
Re: Invitación a evento,Te invitamos a nuestro evento anual. Más información: [enlace legítimo],ham,eventos@empresa.com,1,1,1,1,Spam
Su paquete está listo para envío,Su paquete está listo para envío. Puede rastrearlo aquí: [enlace legítimo],ham,envios@paqueteria.com,False,False,False,False,Spam
Atención: Problemas con su cuenta bancaria,Hemos detectado actividad sospechosa en su cuenta bancaria. Ingrese sus datos para verificarla: [enlace sospechoso],spam,seguridadbancaria@correo.com,True,False,True,True,Spam
Re: Tu cita médica,Su cita médica está confirmada para el 15 de Noviembre a las 10:00 AM. [enlace legítimo],ham,citasmedicas@hospital.org,False,False,False,False,Spam
"Actualiza tu contrase�#a,""Estimado usuario, por favor actualiza tu contraseña para mayor seguridad. [enlace legítimo]"",ham,seguridad@example.com,False,False,False,True,Spam",N#ne,,,,,,,HAM
Re: Tu reserva está confirmada,Tu reserva está confirmada. El número de confirmación es: [código].,ham,reservas@hotel.com,False,False,False,False,Spam
Re: ¡Oferta Increíble! ¡Gana un millón de dólares!,¡Felicidades! Ha ganado un millón de dólares. Haga clic aquí para reclamar su premio: [enlace sospechoso],spam,premios@ofertasespeciales.com,True,True,True,True,Spam
"Actualización de seguridad de tu cuenta,""Estimado usuario, hemos detectado actividad sospechosa en su cuenta. Por favor, actualice su contraseña aquí: [enlace sospechoso]"",spam,seguridad@bancofalso.com,True,False,False,True,Spam",,,,,,,,
"Tu paquete está listo para ser recogido,""Su paquete está listo para su entrega. Para más información, ingrese aquí: [enlace sospechoso]"",spam,envios@empresaficticia.net,True,False,False,False,Spam",,,,,,,,
Nueva promoción en nuestra tienda online!,Tenemos grandes ofertas que no puedes perderte. Entra y mira: [enlace sospechoso],spam,promociones@megapromocion.org,True,False,False,False,Spam
Re: ¡Oferta Increíble! ¡Gana un millón de dólares!,¡Felicidades! Ha ganado un millón de dólares. Haga clic aquí para reclamar su premio: [enlace sospechoso],spam,premios@ofertasespeciales.com,True,True,True,True,Spam
Cita médica confirmada,Su cita médica para el 15 de octubre ha sido confirmada. Para más detalles visite: [enlace sospechoso],spam,citasmedicas@clinicavirt.com,True,False,False,False,Spam
Feliz Cumpleaños!,Feliz cumpleaños! Esperamos que tengas un maravilloso día. Aquí tienes un descuento en tu compra!,ham,soporte@tiendaonline.com,True,False,False,False,HAM
Tu pedido ha sido enviado,Tu pedido número 12345 ha sido enviado. Puedes hacer el seguimiento aquí: [enlace seguro],ham,pedidos@tiendaonline.com,True,False,False,False,Spam
"Reunión de equipo,""Hola equipo, hay una reunión hoy a las 10am. Saludos."",ham,jefe@empresa.com,False,False,False,False,Spam",,,,,,,,
Actualización de software,Actualiza el software a la última versión para mejorar la seguridad.,ham,soporte@software.com,False,False,False,False,Spam
Re: ¡Oferta Increíble! ¡Gana un millón de dólares!,¡Felicidades! Ha ganado un millón de dólares. Haga clic aquí para reclamar su premio: [enlace sospechoso],spam,premios@ofertasespeciales.com,True,True,True,True,Spam
Oferta de empleo,Te invitamos a aplicar a esta oferta de trabajo. Más información: [enlace seguro],ham,empleos@empresa.com,True,False,False,False,Spam
Invitación a evento,Te invitamos a nuestro evento. Más información: [enlace seguro],ham,eventos@empresa.com,1,1,1,1,Spam
Recordatorio de pago,Recuerda realizar el pago de tu factura. Más información: [enlace seguro],ham,facturacion@empresa.com,1,1,1,1,Spam
"GANE UN AUTO NUEVO!!!,""FELICIDADES, HA GANADO UN AUTO NUEVO!! RECLAME SU PREMIO AQUI: [enlace sospechoso]"",spam,ganador@concurso.com,True,True,True,True,Spam",,,,,,,,
"Tu cuenta ha sido bloqueada,""Tu cuenta ha sido bloqueada debido a actividad sospechosa. Para desbloquearla, haz clic aquí: [enlace sospechoso]"",spam,seguridad@bancofalso.com,True,False,False,True,Spam",,,,1,1,1,1,HAM
Increíble oferta de vacaciones!,Disfruta de unas vacaciones increíbles a un precio irresistible. Reserva ahora: [enlace sospechoso],spam,vacaciones@ofertas.com,True,False,False,False,Spam
"Re: Tu paquete está listo para ser recogido,""Su paquete está listo para su entrega. Para más información, ingrese aquí: [enlace sospechoso]"",spam,envios@empresaficticia.net,True,False,False,False,Spam",,,,,,,,
Saludos cordiales,Espero que este correo te encuentre bien.,ham,amigo@gmail.com,False,False,False,False,Spam
"Problemas con tu tarjeta de crédito,""Hemos detectado problemas con tu tarjeta de crédito. Por favor, actualiza tus datos: [enlace sospechoso]"",spam,seguridad@bancofalso.com,True,False,False,True,Spam",,,,,,,,
Re: Nueva promoción en nuestra tienda online!,Tenemos grandes ofertas que no puedes perderte. Entra y mira: [enlace sospechoso],spam,promociones@megapromocion.org,True,False,False,False,Spam
Planifica tu viaje soñado,Encuentra el viaje de tus sueños. Más información: [enlace seguro],ham,viajes@agenciaviajes.com,True,False,False,False,HAM
Re: Cita médica confirmada,Su cita médica para el 15 de octubre ha sido confirmada. Para más detalles visite: [enlace sospechoso],spam,citasmedicas@clinicavirt.com,True,False,False,False,Spam
Nuevo mensaje,Tienes un nuevo mensaje.,ham,notificaciones@gmail.com,False,False,False,False,Spam
Tu pedido ha sido enviado,Tu pedido número 12345 ha sido enviado. Puedes hacer el seguimiento aquí: [enlace seguro],ham,pedidos@tiendaonline.com,True,False,False,False,Spam
"Re: GANE UN AUTO NUEVO!!!,""FELICIDADES, HA GANADO UN AUTO NUEVO!! RECLAME SU PREMIO AQUI: [enlace sospechoso]"",spam,ganador@concurso.com,True,True,True,True,Spam",,,,1,1,1,1,
Actualización de tu perf#l,Actualiza tu perfil para mejo#ar tu experiencia.,ham,soporte@plataforma.com,False,False,False,False,Spam
"Re: Problemas con tu tarjeta de crédito,""Hemos detectado problemas con tu tarjeta de crédito. Por favor, actualiza tus datos: [enlace sospechoso]"",s#am,seguridad@bancofalso.com,True,False,False,True,Spam",N#ne,,,,,,,
Re: Increíble oferta de vacaciones!,Disfruta de unas vacaciones increíbles a un precio irresistible. Reserva ahora: [enlace sospechoso],spam,vacaciones@ofertas.com,True,False,False,False,Spam
Re: Planifica tu viaje soñado,Encuentra el viaje de tus sueños. Más información: [enlace seguro],ham,viajes@agenciaviajes.com,True,False,False,False,Spam
Re: Recordatorio de pago,Recuerda realizar el pago de tu factura. Más información: [enlace seguro],ham,facturacion@empresa.com,True,False,False,False,Spam
Re: Nuevo mensaje,Tienes un nuevo mensaje.,ham,notificaciones@gmail.com,False,False,False,False,Spam
Re: Actualización de tu perfil,Actualiza tu perfil para mejorar tu experiencia.,ham,soporte@plataforma.com,False,False,False,False,Spam
Re: Saludos cordiales,Espero que este correo te encuentre bien.,ham,amigo@gmail.com,False,False,False,False,Spam
Re: Oferta de empleo,Te invitamos a aplicar a esta oferta de trabajo. Más información: [enlace seguro],ham,empleos@empresa.com,True,False,False,False,Spam
"Re: Reunión de equipo,""Hola equipo, hay una reunión hoy a las 10am. Saludos."",ham,jefe@empresa.com,False,False,False,False,Spam",,,,,,,,
Re: Actualización de software,Actualiza el software a la última versión para mejorar la seguridad.,ham,soporte@software.com,False,False,False,False,HAM
Re: Invitación a evento,Te invitamos a nuestro evento. Más información: [enlace seguro],ham,eventos@empresa.com,True,False,False,False,HAM
Oferta especial para ti!,Tenemos una oferta especial solo para ti. Más información: [enlace seguro],ham,ofertas@tienda.com,True,False,False,False,Spam
"Tu contraseña ha sido cambiada,""Tu contraseña ha sido cambiada. Si no has sido tú, por favor contacta con nosotros."",ham,seguridad@plataforma.com,False,False,False,False,Ham",,,,,,,,
Re: Feliz Cumpleaños!,Feliz cumpleaños! Esperamos que tengas un maravilloso día. Aquí tienes un descuento en tu compra!,ham,soporte@tiendaonline.com,1,1,1,1,Spam
"Oferta Increíble: ¡Gana un millón de dólares!,""¡Felicidades! Ha ganado un millón de dólares. Para reclamar su premio, haga clic aquí: [enlace sospechoso]"",spam,ofertasincreibles@ganadinero.com,True,False,True,True,Spam",,,,,,,,
"Re: Tu pedido ha sido enviado,""Estimado cliente, su pedido ha sido enviado. Puede rastrearlo aquí: [enlace legítimo]"",ham,pedidos@ejemplo.com,True,False,False,False,Spam",,,,1,1,1,1,
"Actualización de seguridad importante,""Estimado usuario, hemos detectado actividad sospechosa en su cuenta. Por favor, verifique su información aquí: [enlace sospechoso]"",spam,seguridad@bancofalso.com,True,False,False,True,Spam",,,,,,,,
"Tu paquete está listo para ser recogido,""Hola, tu paquete está listo para ser recogido en nuestra oficina. Más información aquí: [enlace legítimo]"",ham,notificaciones@empresaenvios.com,True,False,False,False,Spam",,,,,,,,
¡¡GRAN OFERTA!!,Aprovecha nuestra gran oferta por tiempo limitado. Haga clic aquí para obtener más información: [enlace sospechoso],spam,ofertas@superdescuento.net,True,True,True,False,Spam
